697.000000;794.150024
696.500000;796.924988
695.000000;801.549988
695.500000;800.674988
695.500000;796.875000
695.500000;800.750000
697.000000;794.775024
700.500000;801.400024
704.000000;798.650024
696.500000;794.325012
699.500000;801.825012
693.500000;798.025024
706.500000;804.750000
702.500000;797.650024
695.500000;803.099976
695.000000;796.950012
700.000000;804.075012
699.500000;799.299988
698.000000;803.200012
701.500000;808.400024
699.500000;803.750000
694.500000;797.200012
697.000000;796.549988
703.000000;801.974976
703.500000;805.400024
695.000000;802.825012
698.000000;801.674988
691.000000;795.525024
700.000000;794.174988
694.000000;782.349976
700.000000;803.500000
696.500000;803.599976
699.000000;799.400024
696.000000;782.500000
694.000000;787.424988
697.500000;786.875000
698.500000;803.674988
692.000000;802.724976
694.000000;799.224976
692.500000;792.724976
698.000000;795.875000
693.000000;784.849976
699.000000;796.275024
696.000000;785.250000
698.000000;793.900024
699.000000;798.200012
695.000000;799.599976
698.000000;808.849976
697.500000;804.349976
700.500000;796.174988
697.000000;799.325012
696.000000;800.049988
696.500000;802.825012
695.500000;800.450012
696.000000;794.474976
693.000000;796.075012
688.500000;792.575012
696.000000;800.724976
692.000000;797.775024
698.500000;792.799988
700.500000;796.700012
696.000000;792.825012
696.000000;795.625000
696.500000;802.375000
695.500000;791.700012
695.000000;797.349976
701.500000;798.474976
697.500000;798.924988
701.000000;802.525024
693.000000;794.125000
703.500000;804.200012
695.500000;790.000000
697.000000;803.224976
695.000000;796.825012
695.500000;794.900024
700.000000;807.349976
699.000000;793.275024
700.000000;804.075012
694.000000;794.799988
697.000000;800.799988
696.000000;800.799988
696.000000;802.125000
700.500000;795.950012
695.500000;791.375000
700.500000;797.125000
699.500000;795.549988
